S	SGEHEAPRUNMARKER	20	game
F	88	8104	Ignored02
S	__unnamed_1689	512	misc
F	0	4	size
F	4	508	monochrome
S	Nv039Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextDmaBufferIn
F	136	4	SetContextDmaBufferOut
F	140	384	Reserved01
F	524	4	OffsetIn
F	528	4	OffsetOut
F	532	4	PitchIn
F	536	4	PitchOut
F	540	4	LineLengthIn
F	544	4	LineCount
F	548	4	Format
F	552	4	BufferNotify
F	556	7380	Reserved02
S	Nv205fTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	24	Reserved00
F	32	4	SyncSetRead
F	36	4	SyncSetWrite
F	40	4	SyncSetModulo
F	44	4	SyncIncrementWrite
F	48	4	SyncStall
F	52	4	SyncIncrementReadRange
F	56	72	Reserved02
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextClipRectangle
F	140	4	SetContextPattern
F	144	4	SetContextRop
F	148	4	SetContextBeta1
F	152	4	SetContextBeta4
F	156	4	SetContextSurfaces
F	160	348	Reserved03
F	508	4	SetOperation
F	512	4	ControlPointIn
F	516	4	ControlPointOut
F	520	4	Size
F	524	7412	Reserved04
S	Nv06bTypedef	7936	misc
F	0	7936	Reserved00
S	Nvff6Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	124	Reserved01
F	256	4	SetVideoOutput
F	260	12	SetVideoInput
F	272	240	Reserved02
F	512	4	SetColorFormat
F	516	4	SetColorKey
F	520	4	SetPoint
F	524	4	SetSize
F	528	7408	Reserved03
S	Nv060Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextDmaLut
F	136	4	SetContextColorKey
F	140	4	SetContextClipRectangle
F	144	4	SetContextPattern
F	148	4	SetContextRop
F	152	4	SetContextBeta1
F	156	4	SetContextBeta4
F	160	4	SetContextSurface
F	164	572	Reserved01
F	736	4	SetColorConversion
F	740	4	SetOperation
F	744	4	SetColorFormat
F	748	4	IndexFormat
F	752	4	LutOffset
F	756	4	Point
F	760	4	SizeOut
F	764	4	SizeIn
F	768	7168	Indices
S	Nv03fTypedef	7936	misc
F	0	7936	Reserved00
S	Nv08ATypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextClipRectangle
F	140	4	SetContextPattern
F	144	4	SetContextRop
F	148	4	SetContextBeta1
F	152	4	SetContextBeta4
F	156	4	SetContextSurface
F	160	344	Reserved01
F	504	4	SetColorConversion
F	508	4	SetOperation
F	512	4	SetColorFormat
F	516	4	Point
F	520	4	SizeOut
F	524	4	SizeIn
F	528	240	Reserved02
F	768	7168	Color
S	Nv055Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextDmaA
F	136	4	SetContextDmaB
F	140	4	SetContextSurfaces
F	144	376	Reserved01
F	520	8	Offset
F	528	8	Format
F	536	8	Filter
F	544	4	Combine0Alpha
F	548	4	Combine0Color
F	552	4	Reserved02
F	556	4	Combine1Alpha
F	560	4	Combine1Color
F	564	4	CombineFactor
F	568	4	Blend
F	572	4	Control0
F	576	4	Control1
F	580	4	Control2
F	584	4	FogColor
F	588	180	Reserved03
F	768	320	Tlmtvertex
F	1088	192	DrawPrimitive
F	1280	6656	Reserved04
S	Nv01eTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextClipRectangle
F	136	4	SetContextPattern
F	140	4	SetContextRop
F	144	4	SetContextBeta1
F	148	4	SetContextSurface
F	152	356	Reserved01
F	508	4	SetOperation
F	512	4	SetColorFormat
F	516	4	Color
F	520	248	Reserved02
F	768	128	Rectangle
F	896	7040	Reserved03
S	NV07A_ALLOCATION_PARAMETERS	16	misc
F	0	4	version
F	4	8	pInfo
F	12	4	logicalHeadId
S	Nv036Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextPattern
F	140	4	SetContextRop
F	144	4	SetContextBeta1
F	148	4	SetContextSurface
F	152	356	Reserved01
F	508	4	SetOperation
F	512	4	SetColorFormat
F	516	4	SizeIn
F	520	4	DeltaDxDu
F	524	4	DeltaDyDv
F	528	4	ClipPoint
F	532	4	ClipSize
F	536	4	Point12d4
F	540	228	Reserved02
F	768	7168	Color
S	APU_AP_CREATE	64	misc
F	0	4	pObjectDmaBuffer
F	4	4	pObjectNotifiesBuffer
F	8	4	pObjectGlobalNotifiesBuffer
F	12	4	flags
F	16	4	pioBase
F	20	4	limitFifo
F	24	4	limitBandwidth
F	28	4	limitBlockClock
F	32	4	overhead
F	36	4	uVoiceCount
F	40	4	uVoice3dCount
F	44	4	uHRTFCount
F	48	4	uSubmixCount
F	52	4	uSegInCount
F	56	4	uSGEInCount
F	60	4	uSGEOutCount
S	Nv07bTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextSurface
F	136	376	Reserved01
F	512	4	SetColorFormat
F	516	4	Point
F	520	4	Size
F	524	4	ClipHorizontal
F	528	4	ClipVertical
F	532	236	Reserved02
F	768	7168	Color
S	Nv019Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	380	Reserved01
F	512	4	SetPoint
F	516	4	SetSize
F	520	7416	Reserved02
S	Nv01fTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextClipRectangle
F	140	4	SetContextPattern
F	144	4	SetContextRop
F	148	4	SetContextBeta1
F	152	4	SetContextSurfaceSource
F	156	4	SetContextSurfaceDestin
F	160	348	Reserved01
F	508	4	SetOperation
F	512	4	ControlPointIn
F	516	4	ControlPointOut
F	520	4	Size
F	524	7412	Reserved02
S	Nv05fTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextClipRectangle
F	140	4	SetContextPattern
F	144	4	SetContextRop
F	148	4	SetContextBeta1
F	152	4	SetContextBeta4
F	156	4	SetContextSurfaces
F	160	348	Reserved01
F	508	4	SetOperation
F	512	4	ControlPointIn
F	516	4	ControlPointOut
F	520	4	Size
F	524	7412	Reserved02
S	Nv063Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextDmaImage
F	136	4	SetContextPattern
F	140	4	SetContextRop
F	144	4	SetContextBeta1
F	148	4	SetContextBeta4
F	152	4	SetContextSurface
F	156	352	Reserved01
F	508	4	SetColorConversion
F	512	4	SetColorFormat
F	516	4	SetOperation
F	520	4	ClipPoint
F	524	4	ClipSize
F	528	4	ImageOutPoint
F	532	4	ImageOutSize
F	536	4	DsDx
F	540	4	DtDy
F	544	224	Reserved02
F	768	4	ImageInSize
F	772	4	ImageInFormat
F	776	4	ImageInOffset
F	780	4	ImageInPoint
F	784	7152	Reserved03
S	Nv065Typedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	4	SetContextColorKey
F	136	4	SetContextClipRectangle
F	140	4	SetContextPattern
F	144	4	SetContextRop
F	148	4	SetContextBeta1
F	152	4	SetContextBeta4
F	156	4	SetContextSurface
F	160	344	Reserved01
F	504	4	SetColorConversion
F	508	4	SetOperation
F	512	4	SetColorFormat
F	516	4	Point
F	520	4	SizeOut
F	524	4	SizeIn
F	528	240	Reserved02
F	768	7168	Color
S	Nv20KelvinPrimitive	8192	misc
F	0	4	ctx_Switch
F	4	252	Reserved0004
F	256	4	NoOperation
F	260	4	Notify
F	264	4	SetWarningEnable
F	268	4	GetState
F	272	4	WaitForIdle
F	276	12	Reserved0114
F	288	4	SetFlipRead
F	292	4	SetFlipWrite
F	296	4	SetFlipModulo
F	300	4	FlipIncrementWrite
F	304	4	FlipStall
F	308	12	Reserved0134
F	320	4	PmTrigger
F	324	60	Reserved0144
F	384	4	SetContextDmaNotifies
F	388	4	SetContextDmaA
F	392	4	SetContextDmaB
F	396	4	Reserved018c
F	400	4	SetContextDmaState
F	404	4	SetContextDmaColor
F	408	4	SetContextDmaZeta
F	412	4	SetContextDmaVertexA
F	416	4	SetContextDmaVertexB
F	420	4	SetContextDmaSemaphore
F	424	4	SetContextDmaReport
F	428	84	Reserved01ac
F	512	4	SetSurfaceClipHorizontal
F	516	4	SetSurfaceClipVertical
F	520	4	SetSurfaceFormat
F	524	4	SetSurfacePitch
F	528	4	SetSurfaceColorOffset
F	532	4	SetSurfaceZetaOffset
F	536	72	Reserved0218
F	608	32	SetCombinerAlphaICW
F	640	8	Reserved0280
F	648	4	SetCombinerSpecularFogCW0
F	652	4	SetCombinerSpecularFogCW1
F	656	4	SetControl0
F	660	4	SetLightControl
F	664	4	SetColorMaterial
F	668	4	SetFogMode
F	672	4	SetFogGenMode
F	676	4	SetFogEnable
F	680	4	SetFogColor
F	684	8	Reserved02ac
F	692	4	SetWindowClipType
F	696	8	Reserved02b8
F	704	32	SetWindowClipHorizontal
F	736	32	SetWindowClipVertical
F	768	4	SetAlphaTestEnable
F	772	4	SetBlendEnable
F	776	4	SetCullFaceEnable
F	780	4	SetDepthTestEnable
F	784	4	SetDitherEnable
F	788	4	SetLightingEnable
F	792	4	SetPointParamsEnable
F	796	4	SetPointSmoothEnable
F	800	4	SetLineSmoothEnable
F	804	4	SetPolySmoothEnable
F	808	4	SetSkinMode
F	812	4	SetStencilTestEnable
F	816	4	SetPolyOffsetPointEnable
F	820	4	SetPolyOffsetLineEnable
F	824	4	SetPolyOffsetFillEnable
F	828	4	SetAlphaFunc
F	832	4	SetAlphaRef
F	836	4	SetBlendFuncSfactor
F	840	4	SetBlendFuncDfactor
F	844	4	SetBlendColor
F	848	4	SetBlendEquation
F	852	4	SetDepthFunc
F	856	4	SetColorMask
F	860	4	SetDepthMask
F	864	4	SetStencilMask
F	868	4	SetStencilFunc
F	872	4	SetStencilFuncRef
F	876	4	SetStencilFuncMask
F	880	4	SetStencilOpFail
F	884	4	SetStencilOpZfail
F	888	4	SetStencilOpZpass
F	892	4	SetShadeMode
F	896	4	SetLineWidth
F	900	4	SetPolygonOffsetScaleFactor
F	904	4	SetPolygonOffsetBias
F	908	4	SetFrontPolygonMode
F	912	4	SetBackPolygonMode
F	916	4	SetClipMin
F	920	4	SetClipMax
F	924	4	SetCullFace
F	928	4	SetFrontFace
F	932	4	SetNormalizationEnable
F	936	12	SetMaterialEmission
F	948	4	SetMaterialAlpha
F	952	4	SetSpecularEnable
F	956	4	SetLightEnableMask
F	960	64	SetTexgen
F	1024	32	Reserved0400
F	1056	16	SetTextureMatrixEnable
F	1072	12	Reserved0430
F	1084	4	SetPointSize
F	1088	64	SetProjectionMatrix
F	1152	64	SetModelViewMatrix0
F	1216	64	SetModelViewMatrix1
F	1280	64	SetModelViewMatrix2
F	1344	64	SetModelViewMatrix3
F	1408	64	SetInverseModelViewMatrix0
F	1472	64	SetInverseModelViewMatrix1
F	1536	64	SetInverseModelViewMatrix2
F	1600	64	SetInverseModelViewMatrix3
F	1664	64	SetCompositeMatrix
F	1728	64	SetTextureMatrix0
F	1792	64	SetTextureMatrix1
F	1856	64	SetTextureMatrix2
F	1920	64	SetTextureMatrix3
F	1984	128	Reserved07c0
F	2112	256	SetTexgenPlane
F	2368	128	Reserved0940
F	2496	12	SetFogParams
F	2508	4	SetTexgenViewModel
F	2512	16	SetFogPlane
F	2528	24	SetSpecularParams
F	2552	4	SetSwathWidth
F	2556	4	SetFlatShadeOp
F	2560	16	Reserved0a00
F	2576	12	SetSceneAmbientColor
F	2588	4	Reserved0a1c
F	2592	16	SetViewportOffset
F	2608	32	SetPointParams
F	2640	16	SetEyePosition
F	2656	32	SetCombinerFactor0
F	2688	32	SetCombinerFactor1
F	2720	32	SetCombinerAlphaOCW
F	2752	32	SetCombinerColorICW
F	2784	16	SetColorKeyColor
F	2800	16	SetViewportScale
F	2816	128	SetTransformProgram
F	2944	128	SetTransformConstant
F	3072	512	SetBackLight
F	3584	512	Reserved0e00
F	4096	1024	SetLight
F	5120	124	Reserved1400
F	5244	4	SetStippleControl
F	5248	128	SetStipplePattern
F	5376	12	SetVertex3f
F	5388	12	Reserved150c
F	5400	16	SetVertex4f
F	5416	8	SetVertex4s
F	5424	12	SetNormal3f
F	5436	4	Reserved153c
F	5440	8	SetNormal3s
F	5448	8	Reserved1548
F	5456	16	SetDiffuseColor4f
F	5472	12	SetDiffuseColor3f
F	5484	4	SetDiffuseColor4ub
F	5488	16	SetSpecularColor4f
F	5504	12	SetSpecularColor3f
F	5516	4	SetSpecularColor4ub
F	5520	8	SetTexcoord0_2f
F	5528	4	SetTexcoord0_2s
F	5532	4	Reserved159c
F	5536	16	SetTexcoord0_4f
F	5552	8	SetTexcoord0_4s
F	5560	8	SetTexcoord1_2f
F	5568	4	SetTexcoord1_2s
F	5572	4	Reserved15c4
F	5576	16	SetTexcoord1_4f
F	5592	8	SetTexcoord1_4s
F	5600	8	SetTexcoord2_2f
F	5608	4	SetTexcoord2_2s
F	5612	4	Reserved15ec
F	5616	16	SetTexcoord2_4f
F	5632	8	SetTexcoord2_4s
F	5640	8	SetTexcoord3_2f
F	5648	4	SetTexcoord3_2s
F	5652	12	Reserved1614
F	5664	16	SetTexcoord3_4f
F	5680	8	SetTexcoord3_4s
F	5688	96	Reserved1638
F	5784	4	SetFog1f
F	5788	4	SetWeight1f
F	5792	8	SetWeight2f
F	5800	8	Reserved16a8
F	5808	12	SetWeight3f
F	5820	4	SetEdgeFlag
F	5824	16	SetWeight4f
F	5840	16	SetTransformFixedConst3
F	5856	16	SetTransformFixedConst0
F	5872	16	SetTransformFixedConst1
F	5888	16	SetTransformFixedConst2
F	5904	4	InvalidateVertexCacheFile
F	5908	4	InvalidateVertexFile
F	5912	4	TlNop
F	5916	4	TlSync
F	5920	64	SetVertexDataArrayOffset
F	5984	64	SetVertexDataArrayFormat
F	6048	12	SetBackSceneAmbientColor
F	6060	4	SetBackMaterialAlpha
F	6064	12	SetBackMaterialEmission
F	6076	4	SetLogicOpEnable
F	6080	4	SetLogicOp
F	6084	4	SetTwoSideLightEn
F	6088	4	ClearReportValue
F	6092	4	SetZpassPixelCountEnable
F	6096	4	GetReport
F	6100	12	SetTLConstZero
F	6112	12	SetEyeDirection
F	6124	12	SetLinearFogConst
F	6136	4	SetShaderClipPlaneMode
F	6140	4	SetBeginEnd
F	6144	4	ArrayElement16
F	6148	4	Reserved1804
F	6152	4	ArrayElement32
F	6156	4	Reserved180c
F	6160	4	DrawArrays
F	6164	4	Reserved1814
F	6168	4	InlineArray
F	6172	12	SetEyeVector
F	6184	4	InlineVertexReuse
F	6188	84	Reserved182c
F	6272	128	SetVertexData2f
F	6400	64	SetVertexData2s
F	6464	64	SetVertexData4ub
F	6528	128	SetVertexData4s
F	6656	256	SetVertexData4f
F	6912	256	SetTexture
F	7168	356	Reserved1c00
F	7524	4	ParkAttribute
F	7528	4	UnparkAttribute
F	7532	4	SetSemaphoreOffset
F	7536	4	BackEndWriteSemaphoreRelease
F	7540	4	TextureReadSemaphoreRelease
F	7544	4	SetZMinMaxControl
F	7548	4	SetAntiAliasingControl
F	7552	4	SetCompressZBufferEn
F	7556	4	SetOccludeZStencilEn
F	7560	4	Reserved1d88
F	7564	4	SetZStencilClearValue
F	7568	4	SetColorClearValue
F	7572	4	ClearSurface
F	7576	4	SetClearRectHorizontal
F	7580	4	SetClearRectVertical
F	7584	64	Reserved1da0
F	7648	4	SetBeginPatch0
F	7652	4	SetBeginPatch1
F	7656	4	SetBeginPatch2
F	7660	4	SetBeginPatch3
F	7664	4	SetEndPatch
F	7668	4	SetBeginEndSwatch
F	7672	4	SetBeginEndCurve
F	7676	4	Reserved1dfc
F	7680	16	SetCurveCoefficients
F	7696	4	SetBeginTransition0
F	7700	4	SetBeginTransition1
F	7704	4	SetBeginTransition2
F	7708	4	SetEndTransition
F	7712	8	SetSpecularFogFactor
F	7720	24	SetBackSpecularParams
F	7744	32	SetCombinerColorOCW
F	7776	4	SetCombinerControl
F	7780	4	Reserved1e64
F	7784	4	SetShadowZSlopeThreshold
F	7788	4	SetShadowDepthFunc
F	7792	4	SetShaderStageProgram
F	7796	4	SetDotRGBMapping
F	7800	4	SetShaderOtherStageInput
F	7804	4	Reserved1e7c
F	7808	16	SetTransformData
F	7824	4	LaunchTransformProgram
F	7828	4	SetTransformExecutionMode
F	7832	4	SetTransformProgramCxtWriteEn
F	7836	4	SetTransformProgramLoad
F	7840	4	SetTransformProgramStart
F	7844	4	SetTransformConstantLoad
F	7848	280	Reserved1ea8
F	8128	40	DebugInit
F	8168	24	Reserved1fe8
S	NvffdTypedef	7936	misc
F	0	4	NoOperation
F	4	4	Notify
F	8	120	Reserved00
F	128	4	SetContextDmaNotifies
F	132	380	Reserved01
F	512	12	SetDmaSpecifier
F	524	7412	Reserved02
S	Nv03SubchannelPio	8192	misc
F	0	4	SetObject
F	4	252	control
F	256	7936	Nv01Root
F	256	7936	Nv01Class
F	256	7936	Nv01ContextDmaFromMemory
F	256	7936	Nv01ContextDmaToMemory
F	256	7936	Nv01Timer
F	256	7936	Nv01Event
F	256	4	NV006_TYPEDEF
F	256	4	NV007_TYPEDEF
F	256	4	NV008_TYPEDEF
F	256	4	NV009_TYPEDEF
F	256	4	NV00A_TYPEDEF
F	256	4	NV00B_TYPEDEF
F	256	4	NV00C_TYPEDEF
F	256	4	NV00D_TYPEDEF
F	256	4	NV00E_TYPEDEF
F	256	4	NV00F_TYPEDEF
F	256	4	NV010_TYPEDEF
F	256	4	NV011_TYPEDEF
F	256	7936	Nv01ContextBeta
F	256	4	NV013_TYPEDEF
F	256	4	NV014_TYPEDEF
F	256	4	NV015_TYPEDEF
F	256	4	NV016_TYPEDEF
F	256	7936	Nv01ContextColorKey
F	256	7936	Nv01ContextPattern
F	256	7936	Nv01ContextClipRectangle
F	256	4	NV01A_TYPEDEF
F	256	4	NV01B_TYPEDEF
F	256	7936	Nv01RenderSolidLin
F	256	7936	Nv01RenderSolidTriangle
F	256	7936	Nv01RenderSolidRectangle
F	256	7936	Nv01ImageBlit
F	256	4	NV020_TYPEDEF
F	256	7936	Nv01ImageFromCpu
F	256	4	NV022_TYPEDEF
F	256	4	NV023_TYPEDEF
F	256	4	NV024_TYPEDEF
F	256	4	NV025_TYPEDEF
F	256	4	NV026_TYPEDEF
F	256	4	NV027_TYPEDEF
F	256	4	NV028_TYPEDEF
F	256	4	NV029_TYPEDEF
F	256	4	NV02A_TYPEDEF
F	256	4	NV02B_TYPEDEF
F	256	4	NV02C_TYPEDEF
F	256	4	NV02D_TYPEDEF
F	256	4	NV02E_TYPEDEF
F	256	4	NV02F_TYPEDEF
F	256	7936	Nv01Null
F	256	4	NV031_TYPEDEF
F	256	4	NV032_TYPEDEF
F	256	4	NV033_TYPEDEF
F	256	4	NV034_TYPEDEF
F	256	4	NV035_TYPEDEF
F	256	7936	Nv03StretchedImageFromCpu
F	256	7936	Nv03ScaledImageFromMemory
F	256	7936	Nv04DvdSubpicture
F	256	7936	Nv03MemoryToMemoryFormat
F	256	4	NV03A_TYPEDEF
F	256	4	NV03B_TYPEDEF
F	256	4	NV03C_TYPEDEF
F	256	7936	Nv01ContextDmaInMemory
F	256	7936	Nv01ContextErrorToMemory
F	256	7936	Nv01MemoryLocalPrivileged
F	256	7936	Nv01MemoryLocalUser
F	256	7936	Nv03VideoLutCursorPal
F	256	7936	Nv04ContextSurfaces2d
F	256	7936	Nv03ContextRop
F	256	7936	Nv04ContextPattern
F	256	7936	Nv03VideoLutCursorNtsc
F	256	7936	Nv04VideoLutCursorDac
F	256	7936	Nv04VideoOverlay
F	256	7936	Nv03Dx3TexturedTriangle
F	256	7936	NV05VideoLutCursorDac
F	256	7936	Nv04GdiRectangleText
F	256	7936	Nv03GdiRectangleText
F	256	4	NV04C_TYPEDEF
F	256	7936	Nv03ExternalVideoDecoder
F	256	7936	Nv03ExternalVideoDecompressor
F	256	7936	Nv01ExternalParallelBus
F	256	7936	Nv03ExternalMonitorBus
F	256	7936	Nv04ExternalSerialBus
F	256	7936	Nv04ContextSurfaceSwizzled
F	256	7936	Nv04ContextSurfaces3d
F	256	7936	Nv04Dx5TexturedTriangle
F	256	7936	Nv04Dx6MultiTextureTriangle
F	256	4	Nv12CelsiusPrimitive
F	256	7936	Nv04ContextColorKey
F	256	7936	Nv03ContextSurface2dDestination
F	256	7936	Nv03ContextSurface2dSource
F	256	7936	Nv03ContextSurface3dColor
F	256	7936	Nv03ContextSurface3dDepth
F	256	7936	Nv04RenderSolidLin
F	256	7936	Nv04RenderSolidTriangle
F	256	7936	Nv04RenderSolidRectangle
F	256	7936	Nv04ImageBlit
F	256	7936	Nv04IndexedImageFromCpu
F	256	7936	Nv04ImageFromCpu
F	256	7936	Nv10ContextSurfaces2d
F	256	7936	Nv05ScaledImageFromMemory
F	256	7936	Nv05IndexedImageFromCpu
F	256	7936	Nv05ImageFromCpu
F	256	7936	Nv05StretchedImageFromCpu
F	256	7936	Nv10VideoLutCursorDac
F	256	7936	Nv04HeapOwner
F	256	4	NV070_TYPEDEF
F	256	4	NV071_TYPEDEF
F	256	7936	Nv04ContextBeta
F	256	4	NV073_TYPEDEF
F	256	4	NV074_TYPEDEF
F	256	4	NV075_TYPEDEF
F	256	7936	Nv04StretchedImageFromCpu
F	256	7936	Nv04ScaledImageFromMemory
F	256	4	NV078_TYPEDEF
F	256	4	NV079_TYPEDEF
F	256	7936	Nv10VideoOverlay
F	256	7936	Nv10TextureFromCpu
F	256	7936	Nv12VideoLutCursorDac
F	256	4	NV07D_TYPEDEF
F	256	4	NV07E_TYPEDEF
F	256	4	NV07F_TYPEDEF
F	256	7936	Nv01Device0
F	256	7936	Nv01Device1
F	256	7936	Nv01Device2
F	256	7936	Nv01Device3
F	256	7936	Nv01Device4
F	256	7936	Nv01Device5
F	256	7936	Nv01Device6
F	256	7936	Nv01Device7
F	256	7936	Nv10DvdSubpicture
F	256	7936	Nv10ScaledImageFromMemory
F	256	7936	Nv10ContextSurfaces3d
F	256	7936	Nv10Dx5TexturedTriangle
F	256	7936	Nv10Dx6MultiTextureTriangle
F	256	4	NVFF0_TYPEDEF
F	256	4	NVFF1_TYPEDEF
F	256	4	NVFF2_TYPEDEF
F	256	4	NVFF3_TYPEDEF
F	256	4	NVFF4_TYPEDEF
F	256	7936	NvContextErrorToMemory
F	256	7936	NvVideoColorKey
F	256	7936	NvVideoScaler
F	256	7936	NvVideoFromMemory
F	256	7936	NvVideoColormap
F	256	7936	NvVideoSink
F	256	7936	NvPatchcordVideo
F	256	7936	NvContextDmaInMemory
F	256	7936	NvContextDmaToMemory
F	256	7936	NvContextDmaFromMemory
F	256	7936	NvClass
S	Nv03ChannelPio	65536	misc
F	0	65536	subchannel
S	NVDE_UNREGISTER_DEBUGGER_PARAMETERS	4	misc
F	0	4	foo
S	NVDE_WRITE_MEMORY_PARAMETERS	12	misc
F	0	4	Address
F	4	4	Size
F	8	4	Data
S	Nv0A3Typedef	7936	misc
F	0	7936	Reserved00
S	INTR_MASK	4	misc
F	0	4	codec
F	0	4	apu
F	0	4	uValue
S	APU_AP_ALLOC_CONTEXT_DMA	20	misc
F	0	4	uDeviceRef
F	4	1	uType
F	5	3	__align0
F	8	4	uBaseAddress
F	12	4	uMaxOffset
F	16	4	uHandle
S	APU_AP_FREE_CONTEXT_DMA	8	misc
F	0	4	uDeviceRef
F	4	4	uHandle
S	APU_OBJECT	12	misc
F	0	4	uDeviceRef
F	4	1	uObjectCode
F	5	3	__align0
F	8	4	pParam
S	__unnamed_1859	16	misc
F	0	4	size
F	4	12	monochrome
S	__unnamed_1860	32	misc
F	0	4	size
F	4	28	monochrome
S	__unnamed_1861	8	misc
F	0	4	size
F	4	4	monochrome
S	_DISK_GEOMETRY	24	misc
F	0	8	Cylinders
F	8	4	MediaType
F	12	4	TracksPerCylinder
F	16	4	SectorsPerTrack
F	20	4	BytesPerSector
S	_XFIBER	16	misc
F	0	4	FiberData
F	4	4	StackBase
F	8	4	StackLimit
F	12	4	KernelStack
S	_STORAGE_ADAPTER_DESCRIPTOR	32	misc
F	0	4	Version
F	4	4	Size
F	8	4	MaximumTransferLength
F	12	4	MaximumPhysicalPages
F	16	4	AlignmentMask
F	20	1	AdapterUsesPio
F	21	1	AdapterScansDown
F	22	1	CommandQueueing
F	23	1	AcceleratedTransfer
F	24	1	BusType
F	25	1	__align0
F	26	2	BusMajorVersion
F	28	2	BusMinorVersion
S	_BIN_RESULTS	32	misc
F	0	4	NumberOfBins
F	4	4	__align0
F	8	24	BinCounts
S	_DRIVERSTATUS	12	misc
F	0	1	bDriverError
F	1	1	bIDEError
F	2	2	bReserved
F	4	8	dwReserved
S	_SENDCMDOUTPARAMS	17	misc
F	0	4	cBufferSize
F	4	12	DriverStatus
F	16	1	bBuffer
S	_STORAGE_PREDICT_FAILURE	516	misc
F	0	4	PredictFailure
F	4	512	VendorSpecific
S	_PREVENT_MEDIA_REMOVAL	1	misc
F	0	1	PreventMediaRemoval
S	_XBEIMAGE_HEADER	376	misc
F	0	4	Signature
F	4	256	EncryptedDigest
F	260	4	BaseAddress
F	264	4	SizeOfHeaders
F	268	4	SizeOfImage
F	272	4	SizeOfImageHeader
F	276	4	TimeDateStamp
F	280	4	Certificate
F	284	4	NumberOfSections
F	288	4	SectionHeaders
F	292	4	InitFlags
F	300	4	TlsDirectory
F	304	4	SizeOfStackCommit
F	308	4	SizeOfHeapReserve
F	312	4	SizeOfHeapCommit
F	316	4	NtBaseOfDll
F	320	4	NtSizeOfImage
F	324	4	NtCheckSum
F	328	4	NtTimeDateStamp
F	332	4	DebugPathName
F	336	4	DebugFileName
F	340	4	DebugUnicodeFileName
F	344	4	XboxKernelThunkData
F	348	4	ImportDirectory
F	352	4	NumberOfLibraryVersions
F	356	4	LibraryVersions
F	360	4	XboxKernelLibraryVersion
F	364	4	XapiLibraryVersion
F	368	4	MicrosoftLogo
F	372	4	SizeOfMicrosoftLogo
S	_SET_PARTITION_INFORMATION	1	misc
F	0	1	PartitionType
S	_PARTITION_INFORMATION	32	misc
F	0	8	StartingOffset
F	8	8	PartitionLength
F	16	4	HiddenSectors
F	20	4	PartitionNumber
F	24	1	PartitionType
F	25	1	BootIndicator
F	26	1	RecognizedPartition
F	27	1	RewritePartition
S	_DISK_RECORD	40	misc
F	0	8	ByteOffset
F	8	8	StartTime
F	16	8	EndTime
F	24	4	VirtualAddress
F	28	4	NumberOfBytes
F	32	1	DeviceNumber
F	33	1	ReadRequest
S	_HISTOGRAM_BUCKET	8	misc
F	0	4	Reads
F	4	4	Writes
S	_STORAGE_BUS_RESET_REQUEST	1	misc
F	0	1	PathId
S	_XBEIMAGE_CERTIFICATE	464	misc
F	0	4	SizeOfCertificate
F	4	4	TimeDateStamp
F	8	4	TitleID
F	12	80	TitleName
F	92	64	AlternateTitleIDs
F	156	4	AllowedMediaTypes
F	160	4	GameRegion
F	164	4	GameRatings
F	168	4	DiskNumber
F	172	4	Version
F	176	16	LANKey
F	192	16	SignatureKey
